id,limit_bal,sex,education,marriage,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
3729,180000,2,1,2,30,174869,173094,131039,132269,144990,152632,8328,7000,4900,15000,10000,6000
3730,150000,2,2,2,34,121764,150928,151428,111159,97154,98404,35837,8794,3454,98231,3486,2706
3731,280000,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,150
3732,20000,2,2,1,46,16371,17384,19954,19259,20139,19434,1289,2859,0,1044,0,528
3733,50000,2,2,1,43,49072,50559,49060,44908,29969,30230,4000,0,2000,1039,1100,1100
3734,130000,2,2,2,33,108984,106533,104394,103798,82816,78727,3775,3988,6000,3784,3010,3200
3735,80000,2,2,2,34,74860,84054,82194,78715,26681,0,11074,3,5,1075,0,0
3736,230000,2,3,1,32,167419,16968,7226,1469,690,388,76,3742,1546,0,388,910
3737,230000,2,2,1,34,3128,10998,1509,1390,1072,849,10998,1509,1390,0,849,3720
3738,20000,2,2,1,44,12346,13615,13674,27524,13490,15261,1500,2000,2500,500,2000,5000
3739,350000,2,4,1,50,136293,139215,142695,98404,100367,102465,4846,5577,3488,3417,3536,3707
3740,50000,2,3,1,52,22377,23380,24488,25775,1080,540,1380,1488,1775,1080,0,540
3741,90000,2,2,1,50,43439,44512,47677,46615,47537,48616,2100,4200,0,2000,2000,2000
3742,30000,1,1,2,25,22422,24334,26087,26184,25563,26099,2600,2441,820,0,851,1678
3743,100000,1,1,2,30,100544,101167,101007,97862,79099,79812,4511,3711,3685,2797,2897,3046
3744,20000,1,2,2,30,16906,17328,19145,18397,20697,20547,1000,2400,0,2700,0,283
3745,50000,1,2,2,29,44177,44820,46022,46903,47837,48383,2070,3000,2000,2000,2000,2000
3746,280000,1,2,2,31,229780,31275,32868,34292,173487,177195,2000,2100,2500,185957,6500,6100
3747,320000,1,1,1,35,106799,116015,117678,119245,120794,123796,11003,5000,5000,5000,5100,5300
3748,50000,1,2,2,39,51998,50821,46892,33936,9225,9264,0,2343,1548,476,336,348
3749,210000,1,1,2,40,325,325,325,325,325,325,325,325,325,325,325,325
3750,440000,1,3,1,35,13754,12364,11613,12651,13211,23600,2017,3000,3019,5011,23748,13633
3751,140000,1,2,2,32,67923,69412,67734,73079,75255,75757,3200,0,6500,4000,2000,3000
3752,50000,1,3,3,44,41755,40793,44084,44763,44939,46078,0,3949,1700,1200,2000,2000
3753,50000,1,2,2,43,50756,50552,49465,40020,10407,9037,1934,1917,2500,500,500,1000
3754,300000,1,4,1,46,289299,297003,300153,9250,6088,2497,15000,13274,1010,185,2497,2497
3755,50000,1,2,1,30,48591,37944,50135,49526,19686,19374,12000,13000,5000,4010,6000,3000
3756,20000,1,2,2,37,830,17597,17840,16342,16428,18167,17597,1332,1134,1000,2000,0
3757,110000,1,3,2,38,52708,51021,51166,42718,42183,40909,2469,2119,1857,1418,1390,1408
3758,50000,1,3,1,42,10343,12161,15061,14400,16000,18000,2000,3100,0,2000,2000,0
3759,450000,1,1,1,42,2549,20499,2499,2499,0,11071,20449,2499,2499,0,11071,780
3760,50000,1,2,1,49,16747,16181,17912,19606,20969,25302,0,2000,2000,2000,5000,0
3761,180000,1,2,1,34,13067,6170,3439,1193,381,1516,6170,3444,1193,381,1516,542
3762,20000,1,4,2,41,20101,20086,20221,19627,18948,0,1318,1973,1000,600,0,0
3763,20000,1,2,1,37,15429,16436,17584,18166,8190,8190,1270,1418,1000,3144,0,0
3764,20000,1,2,2,37,15612,16927,17794,18550,18850,0,1577,1444,1200,500,0,0
3765,100000,1,3,2,45,10380,71944,72486,73717,74402,73187,72024,4028,6006,3018,3000,3008
3766,50000,1,1,2,50,47155,23882,10054,3122,8471,6315,2000,4038,3129,8471,12508,19216
3767,50000,1,3,1,55,390,390,390,390,390,390,390,390,390,390,390,390
3768,20000,1,2,2,50,1956,16568,15586,12800,0,0,16573,1551,5060,0,0,0
3769,70000,2,2,2,23,44830,46185,47208,47241,48212,45849,2100,2079,2500,2000,2000,1700
3770,50000,2,2,1,24,23996,27087,26372,26992,27693,29237,3500,0,1400,1100,2100,0
3771,80000,2,2,2,24,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0
3772,50000,2,2,2,23,33243,16290,12594,0,0,0,2000,2010,0,0,0,0
3773,60000,2,2,2,27,45373,49363,48308,51616,56416,21680,4747,0,5000,5000,0,23999
3774,250000,2,2,2,29,252354,258503,252087,246649,177663,125960,11783,0,8065,5404,5000,5000
3775,160000,2,2,2,29,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352
3776,150000,2,2,2,28,49278,50156,51849,54659,55681,53878,2000,2500,4300,2500,0,2800
3777,30000,2,1,1,28,30497,30665,30945,31070,30969,30620,1800,1900,1776,1500,1100,2504
3778,20000,2,3,1,32,17930,20305,19308,20296,20302,20189,3000,0,1318,714,981,400
3779,50000,2,2,1,34,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700
3780,20000,2,2,1,46,19113,20068,17481,15572,15902,35565,1292,1323,1111,441,2158,2400
3781,80000,2,3,2,33,107044,103077,98328,93376,87491,80156,5000,5000,5000,2000,8500,3000
3782,310000,2,2,1,29,26597,27141,25567,21794,20911,14023,1732,1408,1209,622,600,748
3783,210000,2,1,1,34,8289,16585,9396,16992,9506,4837,16585,10455,16992,9509,4837,11899
3784,30000,2,3,1,41,1688,0,850,2158,0,1935,0,850,2158,0,1935,0
3785,110000,2,1,2,33,0,0,0,0,0,0,0,0,0,0,0,766
3786,30000,2,3,1,28,12430,13419,15897,16340,15780,16127,1200,2700,1000,0,600,1400
3787,30000,2,2,2,39,28144,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0
3788,200000,2,2,2,30,4690,2026,4900,1508,2451,2966,2028,4942,1508,2467,2972,6317
3789,80000,2,2,2,29,24822,25824,26605,27920,28358,29000,1720,1500,1762,1200,1250,3200
3790,40000,2,2,1,33,23734,24644,25749,26127,26401,25839,1600,1800,1100,1000,0,2300
3791,20000,2,2,1,40,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371
3792,80000,2,3,1,45,35401,36399,37689,38580,39104,39484,1587,1877,1768,1292,900,1365
3793,60000,2,1,2,34,39505,43497,49449,57500,4749,9749,5000,7000,10000,4749,5000,10000
3794,80000,2,2,1,40,63340,53262,39422,33954,29070,27785,6,2006,4000,0,1118,3000
3795,40000,2,1,1,48,38549,37924,37648,38804,39651,40794,2000,1700,2000,2000,2000,2000
3796,300000,2,1,1,47,514,2392,148,148,148,0,2392,148,148,148,0,747
3797,60000,2,2,1,49,58928,59446,56761,41130,27097,27331,2500,2300,1547,1396,1200,2000
3798,230000,2,2,1,55,7302,4561,5975,11072,10021,14431,2001,2001,6018,5007,5010,7053
3799,50000,2,2,2,53,51320,50602,50095,34120,33235,32377,1952,1979,1495,1144,1165,946
3800,50000,1,2,1,64,28433,27682,28403,27648,28202,30008,0,1459,0,1013,2264,0
3801,100000,1,2,2,23,291,291,291,291,291,291,291,291,291,291,291,291
3802,240000,1,1,2,27,19365,1928,4879,11650,12614,7922,5534,4879,11650,12614,7922,6980
3803,50000,1,2,2,28,8608,10300,12711,12210,12508,13306,2000,2900,0,500,1000,1000
3804,160000,1,2,2,36,0,0,0,0,0,1000,0,0,0,0,1000,0
3805,50000,1,3,2,37,28951,29631,29177,29544,19863,18812,1765,1653,1400,0,0,300
3806,200000,1,2,1,43,94529,92126,94772,92368,101837,103764,0,5000,0,12000,3700,0
3807,220000,1,1,2,48,113061,115294,117945,130365,126780,129570,5600,6000,16000,0,5000,6300
3808,280000,1,2,2,31,4821,3469,0,0,0,1047,1017,0,0,0,1047,56970
3809,50000,1,2,3,48,42850,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500
3810,400000,1,1,2,32,525,1610,566,21373,16663,7873,1610,285,22240,4200,905,4607
3811,100000,1,1,1,38,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200
3812,450000,1,1,2,34,260733,228515,232762,208005,194608,201044,20255,50171,7096,6604,10012,10000
3813,110000,1,2,1,48,65070,69480,67800,69182,73431,72132,5500,0,2512,5400,0,3000
3814,300000,1,1,1,33,250,1280,0,320,0,0,1280,0,320,0,0,0
3815,270000,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0
3816,220000,1,1,1,33,171182,175334,179024,183050,207481,204082,7000,6500,7000,27640,0,16000
3817,500000,1,1,1,44,48533,49623,50969,52182,52821,53927,2200,2447,2660,2100,2109,2000
3818,240000,1,2,2,30,13989,7976,2088,7795,1335,2928,7976,2088,7795,1335,2928,4319
3819,130000,1,2,1,50,122079,127725,129558,126907,99773,98086,7700,6000,5800,5800,2895,400
3820,200000,1,2,2,48,111664,113884,116545,120396,121486,121518,4080,4500,5800,4500,5000,5000
3821,10000,1,3,1,54,7936,7662,8386,9069,9966,8410,0,1000,1000,1000,0,2000
3822,70000,2,2,2,22,34970,19188,19998,22919,23128,23030,1313,1689,4000,958,1036,6000
3823,20000,2,1,2,25,11629,11936,12643,13447,8199,8416,1193,1290,1094,1000,316,1000
3824,20000,2,3,2,24,1360,1301,2257,2641,5041,248,1301,1267,1648,4041,0,3422
3825,70000,2,2,2,23,64655,63031,64440,62816,63473,65112,0,3000,0,2300,2661,2035
3826,150000,2,2,1,24,12769,424,177,1596,405,0,902,177,1596,405,0,0
3827,80000,2,2,2,25,69816,71257,72812,74305,75872,77554,2600,2700,2700,2800,2900,4300
3828,200000,2,2,2,25,0,169,1192,1599,0,0,169,1192,1599,0,0,0
3829,80000,2,2,2,26,76540,81373,79496,78641,48837,50592,8000,0,3300,2000,3800,0
3830,150000,2,2,2,24,66731,64787,38948,24707,304,635,3000,3125,2065,307,635,0
3831,70000,2,2,2,25,5412,5177,6291,9085,9270,6821,0,1206,3000,185,200,0
3832,60000,2,2,2,27,41546,45025,38840,31965,30297,29814,5845,2000,1812,1037,1218,1085
3833,360000,2,2,1,28,9278,6198,5154,2453,570,0,6213,1025,2465,572,0,0
3834,50000,2,1,2,25,37014,36128,36317,37401,37177,37446,1900,2000,2000,2000,1000,1500
3835,170000,2,2,2,27,173577,171480,171794,166637,169021,164531,6500,7100,6100,6000,5600,7700
3836,60000,2,2,1,27,54900,55948,55188,55960,56564,57464,1971,2000,2003,2003,2070,2140
3837,150000,2,1,2,29,3305,0,0,1298,359,6100,0,0,1298,359,6100,0
3838,80000,2,1,2,27,52652,53774,54909,56035,57598,59164,2000,2000,2039,2500,2500,2500
3839,270000,2,2,1,27,24769,22546,21345,14852,18669,25175,4000,5000,0,10000,7000,2000
3840,280000,2,2,2,29,99,0,0,0,0,0,0,0,0,0,0,5017
3841,220000,2,2,2,30,5627,5391,6442,7458,8177,111816,0,1300,1281,1000,103860,4346
3842,200000,2,1,2,30,96152,102512,116813,125616,115314,114153,8000,16020,13000,7012,5000,8000
3843,40000,2,2,1,32,40368,38623,67203,39764,39583,39839,1603,2000,2014,2503,2103,2221
3844,50000,2,2,1,41,24540,25330,26620,26889,26158,27737,1500,2000,1000,0,2000,0
3845,330000,2,1,1,39,94384,46006,48123,50195,51942,55963,4000,3000,3000,3000,5000,2000
3846,80000,2,2,1,32,70381,68660,70081,70899,75331,74005,0,3126,2578,5616,0,3000
3847,90000,2,3,1,40,40467,41495,42520,42997,41698,43976,2000,2000,1800,0,3434,1708
3848,210000,2,2,1,49,114273,115302,111906,111423,92394,93321,6000,6000,5000,3000,3500,3000
3849,120000,2,3,1,28,93623,95472,93778,86416,53501,51931,3440,5017,5000,2000,1500,42800
3850,50000,2,2,1,34,46843,49378,48052,48573,28902,28205,4310,0,2033,1119,985,2000
3851,50000,2,2,1,38,20606,18750,0,31288,27335,30626,2000,0,95000,1000,3700,16
3852,200000,2,2,1,37,313,0,313,152,148,498,0,313,152,148,498,148
3853,70000,2,1,1,32,70178,71312,71314,71595,70040,68927,2900,2766,3648,2700,2487,2600
3854,90000,2,3,1,39,0,0,0,873,873,0,0,0,873,0,0,0
3855,180000,2,1,1,42,626,0,1290,0,0,1200,0,1290,0,0,1200,0
3856,360000,2,2,1,37,10000,17444,17165,10000,10000,10000,17444,10035,10000,10000,10000,0
3857,180000,2,1,2,35,24414,22479,21802,20100,16629,15628,2483,2808,2101,3,2000,0
3858,100000,2,1,2,29,92929,95471,98569,48695,54444,4948,5000,5000,1251,6000,0,1500
3859,380000,2,2,1,44,268755,270405,258979,261213,264550,163860,11035,10009,11003,10500,7500,7505
3860,280000,2,3,1,46,506515,491801,62236,54813,38669,18010,0,1803,1475,1105,534,318
3861,30000,2,2,1,41,25735,27001,28261,29337,26189,21715,2000,2000,2000,500,1000,500
3862,170000,2,4,1,39,1803,217,10121,12180,15667,9224,218,10121,12180,5011,0,265
3863,210000,2,2,2,30,0,0,474,17171,16625,17030,0,474,17171,0,800,5000
3864,50000,2,1,2,28,19930,19316,20347,21354,21630,23123,0,1646,1653,929,2000,0
3865,200000,2,1,1,40,0,0,2479,0,0,0,0,2479,0,0,0,0
3866,430000,2,2,1,42,282880,289358,296219,300873,294527,308523,12700,13000,11000,0,19000,15000
3867,360000,2,2,1,48,2500,0,0,0,0,0,0,0,0,0,0,0
3868,500000,2,1,1,29,6887,2926,2546,5495,180,-486,2940,2569,6360,3,0,3012
3869,180000,2,2,2,32,0,0,1980,0,0,858,0,1980,0,0,858,0
3870,50000,2,4,1,33,43268,39605,39702,39200,40000,0,2011,2000,1000,800,0,0
3871,500000,2,3,1,44,1273,79108,329774,328950,336073,1257,79113,255005,6780,8401,1262,2120
3872,360000,2,1,2,30,4765,3415,1539,6501,3458,2786,3434,1546,6541,3475,2788,5710
3873,180000,2,2,1,41,9309,7596,9086,11477,4817,7121,1119,1609,3000,2500,5000,5000
3874,200000,2,2,1,48,93713,59223,50290,49771,92192,90772,1866,1762,1827,53248,3293,3314
3875,300000,2,2,2,31,188,188,585,207,0,0,188,585,207,0,0,378
3876,60000,2,3,1,46,58584,59250,52413,44436,28098,26749,2700,2219,1727,1120,1500,1100
3877,300000,2,2,1,40,0,0,2454,217960,0,0,0,2454,218000,0,0,179999
3878,50000,2,3,1,31,29731,30329,26823,27454,27286,27858,1500,1500,1500,1000,956,1000
3879,20000,2,3,1,41,6667,8989,8685,7698,8425,7900,2600,0,1300,1000,286,505
3880,130000,2,1,1,33,63505,64121,66351,73399,71007,71253,5000,5000,10000,3000,3000,3228
3881,400000,2,2,1,44,0,804,11192,0,0,0,804,11242,0,0,0,0
3882,320000,2,2,1,34,3825,3835,6746,9472,11777,14282,3000,3000,3000,3000,3000,4000
3883,90000,2,2,1,39,45406,47337,48575,49667,51119,23344,3000,2000,2000,2000,2000,1087
3884,180000,2,1,1,45,16452,18472,20546,24956,24262,24782,2616,2690,5100,0,1058,2000
3885,300000,2,1,2,31,123306,126251,131968,113866,10811,158664,5000,8000,5000,1342,150000,6800
3886,210000,2,2,1,34,201223,214479,193598,178416,143879,125004,17580,0,7193,3500,4881,3679
3887,230000,2,1,1,36,0,1663,4777,1755,2442,2724,1663,4777,1763,2445,2727,17136
3888,210000,2,2,2,30,184705,188235,193694,178664,149612,151226,7000,9057,6507,9808,6000,5500
3889,420000,2,2,1,40,101873,99516,99873,100361,90052,89112,3517,3537,6810,0,2764,3500
3890,180000,2,1,1,44,0,0,0,0,0,0,0,0,0,0,0,0
3891,230000,2,1,1,36,928,282,282,2427,282,282,282,282,2427,282,282,1886
3892,200000,2,3,3,45,45876,35732,18000,27404,2644,2262,1732,1000,27404,2644,2262,4500
3893,80000,2,2,1,43,68612,69971,71846,72372,73475,74842,3100,3600,2720,2400,2224,3990
3894,110000,2,3,2,46,44590,45846,47104,48325,0,49461,2000,2000,2000,2000,0,2000
3895,310000,2,1,1,43,112343,25349,21033,19033,9588,5222,3023,21033,1000,192,104,87268
3896,500000,2,3,2,36,51132,8830,7570,1576,0,13295,8830,7570,1576,0,13295,38090
3897,140000,2,2,2,41,130439,108411,107113,120327,62855,67243,5000,5000,20000,10000,10000,10000
3898,230000,2,2,2,30,149775,107052,231164,120523,117102,116718,10000,130223,9953,4014,3307,4100
3899,100000,2,2,2,37,14394,35392,20000,0,0,0,36291,20000,0,0,0,0
3900,30000,2,3,2,50,25648,25524,3737,0,0,22525,1000,3836,0,0,22525,0
3901,430000,2,2,2,50,268537,207118,202412,207496,250337,255277,10000,8000,12000,50000,28000,60000
3902,40000,2,3,2,55,27849,29093,28347,30561,29770,31666,2000,0,3000,0,2382,0
3903,260000,2,3,1,52,9979,9371,18488,27022,28402,800,0,10000,11264,1580,2,1098
3904,80000,1,1,2,25,79000,0,0,0,0,0,0,0,0,0,0,0
3905,20000,1,2,2,23,16771,19403,18541,19254,19456,19323,2919,0,1298,1000,692,766
3906,80000,1,2,2,25,302,-62,1958,-101,15932,950,0,2020,0,16033,11220,0
3907,240000,1,2,2,25,62946,61940,61412,62771,65038,67266,2212,2237,5000,5000,5000,3413
3908,80000,1,2,2,23,78542,48563,20790,0,0,0,1750,1650,0,0,0,0
3909,50000,1,1,2,26,12571,13656,15407,17127,17569,18162,1600,2280,2000,1000,1000,2000
3910,20000,1,3,2,25,9248,11859,14264,13746,13228,14333,3100,2900,0,0,1325,670
3911,50000,1,1,2,24,47796,49045,45506,41471,18298,19001,2100,1900,2000,1000,1000,1000
3912,180000,1,1,2,26,14565,9500,10122,770,4159,4159,9500,10122,770,4159,0,5243
3913,360000,1,1,2,27,4614,6777,14101,11959,3184,7252,6813,14171,12023,3200,7288,1892
3914,120000,1,3,2,26,88143,83432,78471,77711,79250,55860,6000,4100,3000,3000,2000,0
3915,110000,1,1,2,26,101860,99782,98236,92879,75216,76778,3577,4416,2972,2756,2839,2472
3916,240000,1,2,2,29,243774,242529,242079,243114,213930,219009,8891,12350,15969,7968,8700,17500
3917,400000,1,1,2,28,21012,10107,240244,287499,86684,6796,5056,241366,278006,425,34,2966
3918,130000,1,1,2,27,2219,4141,0,0,0,0,2000,0,0,0,0,0
3919,320000,1,2,2,28,46385,47439,48858,50893,52352,53480,2000,2000,3000,3000,1667,2019
3920,170000,1,4,2,30,297,1093,2633,1291,3117,1267,1096,2640,1294,3126,1270,1002
3921,260000,1,1,2,30,2322,1233,3302,6592,5008,3386,1233,3302,6592,5008,3386,2547
3922,100000,1,1,1,41,89137,86040,71910,65693,63835,18660,0,3515,6300,13,765,0
3923,180000,1,1,2,28,175154,175790,153515,130864,131569,128983,5100,50,14500,4500,296,4500
3924,200000,1,1,1,40,820,820,820,820,590,2099,820,820,820,590,2099,820
3925,500000,1,2,1,44,77009,92353,223085,278999,207007,66516,94064,223792,85184,4803,1189,222429
3926,490000,1,2,1,34,25015,20912,18817,13424,162851,151961,1340,1397,3193,162856,5461,5010
3927,220000,1,2,1,49,540,1148,20752,19397,19581,25071,1158,20752,1051,7120,14928,1177
3928,350000,1,2,1,49,213236,207648,212177,200000,197544,201886,7600,8008,7200,7200,7500,7500
3929,340000,1,1,1,39,177237,188765,193224,192578,195073,206924,16100,9000,4000,7200,15200,0
3930,120000,1,2,2,32,7111,5894,7670,20440,4260,15308,6000,7680,20440,4260,15308,7000
3931,10000,1,3,2,37,4950,5963,6983,7993,8151,8322,1103,1123,1133,291,302,1000
3932,30000,1,2,1,33,6390,5454,5540,4605,2880,2516,1102,1128,1000,58,2516,3553
3933,360000,1,1,1,44,162773,158557,158098,153896,152053,128253,5676,6019,5315,4975,4701,4516
3934,80000,1,1,2,39,48491,55637,60163,0,780,390,8000,6000,0,390,390,540
3935,460000,1,1,2,44,282944,288729,295114,299739,304319,299400,12000,12500,11000,11000,0,27000
3936,20000,1,4,1,28,9278,10400,0,0,0,0,1400,0,0,0,0,0
3937,150000,1,3,2,29,820,3191,1965,1300,936,901,3431,0,1300,936,901,911
3938,80000,1,2,1,36,77870,79472,81757,77200,77669,79667,2900,3900,2750,2800,3200,2964
3939,200000,1,1,1,36,4585,33282,16175,104872,22897,29339,33485,16254,100551,12077,20182,21104
3940,200000,1,2,2,36,193097,199873,205150,0,0,0,10000,10000,0,0,0,0
3941,490000,1,1,1,43,3956,3081,0,0,2236,3052,3081,0,0,2236,3052,3159
3942,410000,1,1,1,41,396975,409780,383225,396283,274224,321787,30000,20000,20000,50000,30000,43312
3943,30000,1,3,2,37,22629,11332,12471,7985,13619,17997,5002,5003,7983,10000,10103,10106
3944,360000,1,1,1,50,1858,0,0,3000,0,0,0,0,3000,0,0,1033
3945,80000,1,3,1,56,49897,50892,52472,53674,7886,16432,1822,2401,2581,1238,1816,3746
3946,70000,1,2,1,54,20706,21410,22437,23448,23914,24415,1351,1378,1389,855,885,1132
3947,20000,1,3,2,57,170,-220,-610,18990,390,930,0,0,19990,390,930,0
3948,50000,1,2,1,54,48556,49240,48647,36411,32087,22909,1804,2045,1314,1268,0,2436
3949,680000,1,2,2,64,568532,577681,577015,565669,524315,476846,22000,23000,21300,20000,17500,17000
3950,160000,2,2,2,35,24306,25590,29169,28406,28836,30208,2000,4000,0,1200,2000,1300
3951,20000,2,1,2,24,0,1516,500,0,0,1500,1516,500,0,0,1500,0
3952,160000,2,2,2,24,39604,24023,21323,18933,12763,0,1378,1533,1000,255,0,0
3953,130000,2,2,2,29,120844,123333,126347,129249,132093,129155,4500,5000,5000,5000,4700,5000
3954,310000,2,2,2,29,135195,78756,44127,44782,2108,1983,3500,2500,2150,1000,2000,119943
3955,20000,2,1,2,22,12831,12328,15195,14659,14642,15102,0,3077,0,524,696,300
3956,80000,2,2,2,24,17220,14844,12718,8808,7952,7925,1400,1600,1088,245,636,0
3957,20000,2,1,2,24,16582,17721,18762,19729,20134,19590,1422,1333,1300,700,1000,1000
3958,80000,2,1,2,25,69614,68836,69714,57318,46921,41072,3238,3103,3000,1800,1500,1700
3959,20000,2,2,2,22,14645,14113,18550,17867,18072,17899,0,4675,0,701,563,1000
3960,110000,2,1,2,26,111306,111038,87820,67259,50007,51202,3931,2885,2212,1789,2000,2000
3961,50000,2,3,1,24,48789,49755,49551,49800,20000,0,1775,2221,1470,400,0,0
3962,140000,2,2,2,25,133714,137585,131666,114989,81475,82812,6560,6200,4246,5000,3000,3000
3963,140000,2,1,2,26,21688,0,0,0,0,0,0,0,0,0,0,0
3964,290000,2,2,2,25,140615,142201,145676,144305,140375,142119,7003,7037,7019,6005,6006,6011
3965,70000,2,2,1,24,8193,7569,8127,8838,8736,10753,1122,2127,2000,1736,2753,2177
3966,130000,2,1,1,27,3363,8305,15253,7338,3666,7856,8319,15253,7338,3669,7856,7836
3967,200000,2,2,2,27,13285,2150,14122,27413,35377,29922,2155,14122,23007,7212,29922,37790
3968,90000,2,2,2,27,18674,88907,90659,82827,79359,81401,92858,4100,3200,3100,3500,3500
3969,70000,2,2,2,25,46526,47820,48750,49936,51102,52276,2070,2000,2000,2000,2000,2100
3970,60000,2,1,2,27,0,0,0,150,1179,778,0,0,150,1179,778,496
3971,30000,2,2,2,25,5293,8107,7738,10179,11902,13109,3000,0,3000,2000,1500,1000
3972,250000,2,1,2,28,45687,31114,21867,13190,27817,22001,5000,1585,3028,27817,0,0
3973,90000,2,3,1,25,25806,16919,17566,8718,6432,2655,1619,1266,1048,1032,1655,0
3974,120000,2,1,2,29,328,413,3007,1927,1838,2472,417,3012,1927,1838,2472,2341
3975,50000,2,2,2,29,22021,22334,21047,19925,20638,18803,1000,2000,1000,1000,1000,1000
3976,80000,2,1,2,28,71126,71009,69504,68262,70547,73040,4000,5002,4500,3000,3000,10000
3977,200000,2,2,2,28,50925,51519,53693,55506,63261,52979,2455,2629,2442,10000,1502,1517
3978,170000,2,2,2,29,1333,1359,886,1042,1577,1574,1359,886,1051,1577,1574,287
3979,80000,2,1,2,22,6261,6170,4258,7032,6348,1606,1000,0,7032,6348,1606,0
3980,120000,2,2,1,23,64049,65984,66825,68820,69776,71297,3000,2500,3100,2700,2800,2800
3981,300000,2,1,1,26,800,1946,2612,3408,1908,1108,1946,2612,1914,0,1108,530
3982,180000,2,2,2,31,112900,0,178143,181625,164914,145052,0,181625,8350,5005,5000,6800
3983,150000,2,2,2,28,89336,90337,84905,86814,73827,60284,4027,4004,5016,5004,3000,5005
3984,280000,2,1,2,29,33210,526,9252,21254,1608,407,726,9298,21360,1614,2,4069
3985,320000,2,1,2,27,43243,42537,41370,40694,39606,38680,2000,1500,2000,1500,1500,0
3986,30000,2,1,2,27,30342,29337,29956,29782,27290,27865,1500,1485,2000,1000,1014,4413
3987,180000,2,2,1,32,151307,143025,140984,85948,80069,77462,6000,6000,8009,0,3000,3000
3988,50000,2,2,1,32,48971,38736,26945,27541,27689,28868,1754,1500,3038,976,2000,1077
3989,280000,2,1,2,29,1939,333,779,8029,8040,2979,333,779,8029,11,3129,138
3990,50000,2,2,2,27,27314,28353,30299,33760,0,0,1500,3000,4000,0,0,0
3991,110000,2,1,2,29,113093,106321,107630,106354,79154,69988,3,4334,4250,2946,2506,2458
3992,420000,2,2,1,32,546485,228070,184810,131304,110930,84193,18546,8931,4940,1796,3100,133131
3993,360000,2,2,2,31,3386,5964,1340,1650,4350,4792,5964,1340,1650,4350,4792,40682
3994,130000,2,2,1,30,106796,108673,104535,105349,105254,120756,4000,4000,6500,5400,124582,10000
3995,360000,2,3,2,37,646,0,740,871,1980,0,0,740,871,1980,0,0
3996,70000,2,3,1,49,16127,20035,19416,17153,17866,19413,4500,0,2000,1000,2000,691
3997,500000,2,1,1,36,9241,10786,12376,12660,8000,20514,10786,12390,12692,8016,20514,16625
3998,300000,2,1,1,31,17641,2749,27838,4184,856,6781,2765,28773,0,856,6781,8462
3999,300000,2,3,1,30,25936,26008,26324,27249,46007,46764,1500,1800,2000,20000,2160,2400
4000,350000,2,3,1,33,61937,65343,1355,7069,0,180,5343,1359,14615,0,180,1340
4001,170000,2,2,1,39,22870,20653,21577,20334,19161,18613,2000,1685,1231,608,650,547
4002,160000,2,2,2,34,149,1100,240,236,4022,4245,1100,240,236,4026,1000,1000
4003,50000,2,3,1,44,47569,48768,49234,21067,15007,31043,1986,1452,1200,300,27000,1412
4004,100000,2,2,1,49,55084,49358,89406,77924,78683,77357,2500,43075,2750,2750,2800,2853
4005,360000,2,2,1,34,4874,9561,5866,1297,0,0,5000,1166,1297,0,0,0
4006,100000,2,1,2,32,1876,9814,6690,1196,416,620,9814,443,1196,2080,620,928
4007,220000,2,2,1,26,68090,58218,47679,37788,23293,7288,4039,3021,1400,3000,2000,100000
4008,280000,2,2,2,36,93982,105695,77704,0,0,0,15000,40000,0,0,0,336
4009,150000,2,1,2,30,52806,12871,4876,9128,10460,5157,13497,4372,18853,10975,5157,15182
4010,180000,2,2,1,36,1000,92,92,603,1760,826,92,92,603,1760,826,826
4011,300000,2,2,1,33,996,1496,1496,1496,2490,1996,1500,1500,1500,2494,1006,1498
4012,30000,2,3,1,39,25574,22897,25647,24937,26938,26374,0,3128,0,2419,0,700
4013,220000,2,2,1,35,45739,46975,48211,47418,48657,48129,2000,2000,2000,2000,2000,2000
4014,210000,2,2,2,44,308361,314507,320167,327871,34285,30900,9408,10300,11642,1602,1500,0
4015,420000,2,2,1,46,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015
4016,140000,2,1,2,25,52196,16982,20199,20746,2260,4180,2000,5000,1000,1260,3000,439
4017,80000,2,2,1,31,70492,68652,67881,38465,27773,29132,2806,4006,1804,2003,3004,1502
4018,200000,2,2,1,36,197810,201362,164183,136199,139209,135742,9051,7000,5000,5000,5000,5000
4019,30000,2,3,1,44,29263,27516,28133,28780,28756,29566,1441,1597,1634,1000,1124,1223
4020,180000,2,2,2,44,25706,30251,30900,0,0,5386,5000,1900,0,0,5386,1103
4021,110000,2,1,1,43,33794,10570,-28,-28,-28,-28,6725,0,0,0,0,0
